name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Kathmandu,2022-10-01T00:00:00,69.8,69.8,64.7,83.93,0,0,,0,0,7.4,0.9,57.4,1015,71.3,3.7,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT"
Kathmandu,2022-10-01T01:00:00,69.8,69.8,66.2,88.35,0,0,,0,0,7.2,3.4,80,1015,50,3.7,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT"
Kathmandu,2022-10-01T02:00:00,69.8,69.8,66.2,88.35,0,0,,0,0,7.4,2.2,85.6,1014,50,3.7,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT"
Kathmandu,2022-10-01T03:00:00,68,68,66.2,93.97,0,0,,0,0,7.2,2.2,84.5,1014,50,3.7,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT"
Kathmandu,2022-10-01T04:00:00,65.6,65.6,63.2,92.15,0,0,,0,0,6.7,2.2,78.2,1009,73.3,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
Kathmandu,2022-10-01T05:00:00,65.9,65.9,63.2,91.01,0,0,,0,0,6.3,2,72.8,1009,71.3,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
Kathmandu,2022-10-01T06:00:00,67.3,67.3,65.7,94.64,0,0,,0,0,5.8,4.5,70,1014,44,3.7,0,0,0,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT,44449099999"
Kathmandu,2022-10-01T07:00:00,68,68,66.2,93.97,0,0,,0,0,5.4,2.2,104,1014,50,3.7,32.1,0.1,0,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT"
Kathmandu,2022-10-01T08:00:00,71.6,71.6,66.2,83.11,0,0,,0,0,6.9,2.2,138.8,1015,28,3.7,196.3,0.7,2,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT"
Kathmandu,2022-10-01T09:00:00,75.3,75.3,67.6,76.93,0,0,,0,0,8.1,9,110,1015,71.2,3.7,376.3,1.4,4,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT,44449099999"
Kathmandu,2022-10-01T10:00:00,77,77,66.2,69.36,0,0,,0,0,10.5,4.7,70,1015,89.2,3.7,598.3,2.2,6,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT"
Kathmandu,2022-10-01T11:00:00,80.6,82.8,66.2,61.62,0,0,,0,0,12.1,4.7,110,1015,89.2,5,652.5,2.3,7,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT"
Kathmandu,2022-10-01T12:00:00,82,84.6,67.1,60.65,0,0,,0,0,14.8,4.7,30,1014,83.2,5,727,2.6,7,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT,44449099999"
Kathmandu,2022-10-01T13:00:00,78.8,78.8,66.2,65.36,0,0,,0,0,15,8.1,210,1013,89.2,3.7,718.6,2.6,7,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT"
Kathmandu,2022-10-01T14:00:00,75.2,75.2,66.2,73.63,0,0,,0,0,15.7,5.8,310,1013,89.2,4.3,615.3,2.2,6,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT"
