name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Kathmandu,2025-02-01T00:00:00,50,50,43.9,79.2,0,0,,0,0,8.5,2.7,90,1017,26.9,3.7,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,NPI0000VNKT,VNKT"
Kathmandu,2025-02-01T01:00:00,48.2,47.4,44,85.08,0,0,,0,0,9.6,3.4,90,1017,26.9,3.7,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,NPI0000VNKT,VNKT"
Kathmandu,2025-02-01T02:00:00,47.6,47.6,42.8,83.58,0,0,,0,0,8.7,2.7,100,1016,26.9,3.7,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,NPI0000VNKT,VNKT"
Kathmandu,2025-02-01T03:00:00,46.3,45.2,44.5,93.4,0,0,,0,0,9.6,3.4,60,1016,25,3.7,0,0,0,,Partially cloudy,partly-cloudy-night,VNKT
Kathmandu,2025-02-01T04:00:00,45.8,45.8,42.8,89.45,0,0,,0,0,10.1,2.7,280,1016,26.9,3.7,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,NPI0000VNKT,VNKT"
Kathmandu,2025-02-01T05:00:00,44.6,43.3,42.8,93.35,0,0,,0,0,10.3,3.4,290,1016,26.9,3.5,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,NPI0000VNKT,VNKT"
Kathmandu,2025-02-01T06:00:00,43.2,41.6,42.4,97.02,0,0,,0,0,9.8,3.4,86,1016,26.8,2.9,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,NPI0000VNKT,VNKT,44449099999"
Kathmandu,2025-02-01T07:00:00,42.8,42.8,42.8,100,0,0,,0,0,10.1,2.2,639,1017,26.9,1.2,0,0,0,,Partially cloudy,partly-cloudy-day,"44454099999,NPI0000VNKT,VNKT"
Kathmandu,2025-02-01T08:00:00,44.2,44.2,41.7,90.95,0,0,,0,0,10.5,2.9,289,1018,26.9,1.9,39.2,0.1,0,,Partially cloudy,partly-cloudy-day,"44454099999,NPI0000VNKT,VNKT"
Kathmandu,2025-02-01T09:00:00,50.7,50.7,42.6,73.57,0,0,,0,0,10.5,2.2,370,1018,26.8,2.5,207.5,0.7,2,,Partially cloudy,partly-cloudy-day,"44454099999,NPI0000VNKT,VNKT,44449099999"
Kathmandu,2025-02-01T10:00:00,54.3,54.3,42.8,65.1,0,0,,0,0,11.4,2.2,639,1019,26.9,2.5,446,1.6,4,,Partially cloudy,partly-cloudy-day,"44454099999,NPI0000VNKT,VNKT"
Kathmandu,2025-02-01T11:00:00,60.4,60.4,44,54.62,0,0,,0,0,15,0.8,382,1019,26.9,3.1,617.5,2.2,6,,Partially cloudy,partly-cloudy-day,"44454099999,NPI0000VNKT,VNKT"
Kathmandu,2025-02-01T12:00:00,65.3,65.3,44.3,46.47,0,0,,0,0,18.1,2.7,260,1018,26.8,3.1,731.3,2.6,7,,Partially cloudy,partly-cloudy-day,"44454099999,NPI0000VNKT,VNKT,44449099999"
Kathmandu,2025-02-01T13:00:00,68.7,68.7,41,36.5,0,0,,0,0,20.4,3.9,295,1017,26.9,3.7,764.5,2.8,8,,Partially cloudy,partly-cloudy-day,"44454099999,NPI0000VNKT,VNKT"
Kathmandu,2025-02-01T14:00:00,68,68,40.4,36.4,0,0,,0,0,21.3,8.5,280,1016,26.9,4.3,713.6,2.6,7,,Partially cloudy,partly-cloudy-day,"44454099999,NPI0000VNKT,VNKT"
Kathmandu,2025-02-01T15:00:00,69.5,69.5,42.6,37.75,0,0,,0,0,21.9,9.9,264,1015,26.8,4.6,632.2,2.3,6,,Partially cloudy,partly-cloudy-day,"44454099999,NPI0000VNKT,VNKT,44449099999"
Kathmandu,2025-02-01T16:00:00,69.2,69.2,38.8,32.93,0,0,,0,0,22.1,8.2,303,1015,26.9,5,462.6,1.7,5,,Partially cloudy,partly-cloudy-day,"44454099999,NPI0000VNKT,VNKT"
Kathmandu,2025-02-01T17:00:00,66.2,66.2,44,44.48,0,0,,0,0,21,9.5,306,1015,26.9,4.3,248.9,0.9,2,,Partially cloudy,partly-cloudy-day,"44454099999,NPI0000VNKT,VNKT"
Kathmandu,2025-02-01T18:00:00,62,62,44.3,52.18,0,0,,0,0,18.3,5.1,317,1015,26.8,4.6,63.5,0.2,0,,Partially cloudy,partly-cloudy-night,"44454099999,NPI0000VNKT,VNKT,44449099999"
Kathmandu,2025-02-01T19:00:00,60.2,60.2,46.4,60.47,0,0,,0,0,14.5,5.8,263,1016,26.9,5,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,NPI0000VNKT,VNKT"
Kathmandu,2025-02-01T20:00:00,57.2,57.2,45.8,65.46,0,0,,0,0,13.9,4.9,214,1017,26.9,5,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,NPI0000VNKT,VNKT"
Kathmandu,2025-02-01T21:00:00,54.5,54.5,42.7,64.34,0,0,,0,0,12.8,3.2,115,1018,26.9,4.3,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,NPI0000VNKT,VNKT"
Kathmandu,2025-02-01T22:00:00,51.2,51.2,42.2,71.21,0,0,,0,0,12.1,2.9,289,1018,26.9,4.3,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,NPI0000VNKT,VNKT"
