name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Kathmandu,2024-06-01T00:00:00,73.2,73.2,59.6,62.33,0,0,,0,0,9.2,3.4,90,1012,44,5,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT"
Kathmandu,2024-06-01T01:00:00,73.4,73.4,59,60.7,0,0,,0,0,7.4,2.2,72,1012,50,5,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT"
Kathmandu,2024-06-01T02:00:00,71.6,71.6,60.8,68.78,0,0,,0,0,8.1,3.4,150,1012,50,5,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT"
Kathmandu,2024-06-01T03:00:00,71.2,71.2,60.6,69.26,0,0,,0,0,8.5,5.8,190,1012,28,5,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT"
Kathmandu,2024-06-01T04:00:00,69.8,69.8,62.6,77.92,0,0,,0,0,8.1,5.8,200,1012,28,5,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT"
Kathmandu,2024-06-01T05:00:00,69.8,69.8,64.4,82.99,0,0,,0,0,8.5,4.7,190,1012,28,4.3,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT"
Kathmandu,2024-06-01T06:00:00,67.8,67.8,63.2,85.18,0,0,,0,0,7.8,2.2,190,1012,27.9,4.4,12.3,0,0,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT,44449099999"
Kathmandu,2024-06-01T07:00:00,71.6,71.6,64.4,78.06,0,0,,0,0,6.9,0,0,1013,28,4.3,133.6,0.5,1,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT"
Kathmandu,2024-06-01T08:00:00,73.4,73.4,62.6,68.97,0,0,,0,0,8.1,2.2,321.9,1014,28,4.3,234.3,0.8,2,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT"
Kathmandu,2024-06-01T09:00:00,78.2,78.2,65.3,64.65,0,0,,0,0,13.9,2.3,180,1013.9,28,4.4,492.5,1.8,5,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT,44449099999"
Kathmandu,2024-06-01T10:00:00,80.6,82.8,66.2,61.62,0,0,,0,0,15,2.2,203.7,1014,28,4.3,506.3,1.8,5,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT"
Kathmandu,2024-06-01T11:00:00,82.4,83.4,62.6,51.25,0,0,,0,0,15.4,3.4,310,1013,50,4.3,788.6,2.8,8,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT"
Kathmandu,2024-06-01T12:00:00,85.6,88.3,66.7,53.3,0,0,,0,0,15,5.4,250,1012.9,71.1,4.4,779.1,2.8,8,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT,44449099999"
Kathmandu,2024-06-01T13:00:00,86,87.5,64.4,48.62,0,0,,0,0,14.1,5.8,230,1013,89.2,4.3,770.3,2.8,8,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT"
Kathmandu,2024-06-01T14:00:00,86,87.5,64.4,48.62,0,0,,0,0,13,6.9,250,1012,89.2,4.3,741,2.7,7,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT"
