name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Kathmandu,2022-11-01T00:00:00,58.8,58.8,53.6,82.9,0,0,,0,0,4.7,0.9,123.5,1021,28,4.3,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT"
Kathmandu,2022-11-01T01:00:00,57.2,57.2,53.6,87.75,0,0,,0,0,5.4,2.2,87,1021,28,4.3,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT"
Kathmandu,2022-11-01T02:00:00,57.2,57.2,53.6,87.75,0,0,,0,0,3.6,0,0,1021,28,4.3,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT"
Kathmandu,2022-11-01T03:00:00,55.7,55.7,53.7,92.93,0,0,,0,0,3.6,2.2,100,1020,28,4.3,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT"
Kathmandu,2022-11-01T04:00:00,54.9,54.9,49.7,82.53,0,0,,0,0,4,1.1,170.5,1016,0.3,,0,0,0,,Clear,clear-night,remote
Kathmandu,2022-11-01T05:00:00,54.9,54.9,49.7,82.53,0,0,,0,0,4.3,1.1,132.9,1016,4.7,,0,0,0,,Clear,clear-night,remote
Kathmandu,2022-11-01T06:00:00,53.6,53.6,51.9,93.97,0,0,,0,0,5.4,0,360,1021,27.9,3.1,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT,44449099999"
Kathmandu,2022-11-01T07:00:00,55.4,55.4,51.8,87.66,0,0,,0,0,7.2,2.2,148.4,1022,28,3.7,10.9,0,0,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT"
Kathmandu,2022-11-01T08:00:00,57.2,57.2,53.6,87.75,0,0,,0,0,7.8,2.2,154.7,1023,28,3.7,152.8,0.6,2,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT"
Kathmandu,2022-11-01T09:00:00,63.7,63.7,55.8,75.3,0,0,,0,0,8.7,0.9,110,1024,27.9,3.7,362.4,1.3,4,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT,44449099999"
Kathmandu,2022-11-01T10:00:00,66.2,66.2,55.4,68.18,0,0,,0,0,11.2,2.2,201,1024,28,3.7,547,2,5,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT"
Kathmandu,2022-11-01T11:00:00,71.6,71.6,55.4,56.66,0,0,,0,0,12.8,2.2,206.7,1023,28,4.3,685.2,2.5,7,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT"
Kathmandu,2022-11-01T12:00:00,74.3,74.3,54.3,49.67,0,0,,0,0,14.1,2.2,349,1022,28,4.4,759.5,2.7,8,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT,44449099999"
Kathmandu,2022-11-01T13:00:00,75.2,75.2,50,41.17,0,0,,0,0,15.2,3.4,100,1021,28,5,759.1,2.7,8,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT"
Kathmandu,2022-11-01T14:00:00,75.2,75.2,51.8,44.01,0,0,,0,0,15.7,3.4,320,1020,28,5,648,2.3,6,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT"
Kathmandu,2022-11-01T15:00:00,74.6,74.6,54.8,50.15,0,0,,0,0,15.4,14.4,280,1019,28,5,503,1.8,5,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT,44449099999"
Kathmandu,2022-11-01T16:00:00,71.6,71.6,51.8,49.67,0,0,,0,0,15.2,9.2,290,1019,28,5,350,1.3,4,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT"
Kathmandu,2022-11-01T17:00:00,69.8,69.8,55.4,60.24,0,0,,0,0,13.9,6.9,280,1019,28,5,159.9,0.6,2,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT"
Kathmandu,2022-11-01T18:00:00,65.5,65.5,55.6,70.27,0,0,,0,0,10.5,6.9,260,1019,27.9,5,14.6,0.1,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT,44449099999"
Kathmandu,2022-11-01T19:00:00,64.4,64.4,55.4,72.58,0,0,,0,0,10.1,4.7,280,1020,28,5,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT"
Kathmandu,2022-11-01T20:00:00,62.6,62.6,55.4,77.31,0,0,,0,0,8.9,3.4,220,1021,28,5,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT"
Kathmandu,2022-11-01T21:00:00,61.9,61.9,55,78.16,0,0,,0,0,6.9,0.9,233.6,1021,28,5,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT"
Kathmandu,2022-11-01T22:00:00,60.8,60.8,53.6,77.16,0,0,,0,0,5.6,3.4,100,1021,28,5,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT"
Kathmandu,2022-11-01T23:00:00,59,59,55.4,87.84,0,0,,0,0,4.9,2.2,195.8,1021,28,5,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT"
Kathmandu,2022-11-02T00:00:00,57.5,57.5,54.7,90.11,0,0,,0,0,4.9,3.4,60,1021,28,5,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT"
Kathmandu,2022-11-02T01:00:00,57.2,57.2,53.6,87.75,0,0,,0,0,6.5,2.2,210.8,1020,28,4.3,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT"
Kathmandu,2022-11-02T02:00:00,57.2,57.2,53.6,87.75,0,0,,0,0,5.6,2.2,209.8,1020,28,4.3,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT"
Kathmandu,2022-11-02T03:00:00,55.7,55.7,51.8,86.54,0,0,,0,0,6.5,0.9,217,1019,28,4.3,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT"
Kathmandu,2022-11-02T04:00:00,55.4,55.4,51.8,87.66,0,0,,0,0,6.7,2.2,231.2,1019,28,4.3,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT"
Kathmandu,2022-11-02T05:00:00,55.4,55.4,51.8,87.66,0,0,,0,0,6.5,2.2,232.9,1019,28,4.3,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT"
Kathmandu,2022-11-02T06:00:00,53.4,53.4,51.9,94.72,0,0,,0,0,6,0,360,1019,27.9,4.3,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT,44449099999"
Kathmandu,2022-11-02T07:00:00,53.6,53.6,51.8,93.6,0,0,,0,0,5.4,0,0,1020,28,3.7,10.1,0,0,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT"
Kathmandu,2022-11-02T08:00:00,57.2,57.2,53.6,87.75,0,0,,0,0,5.1,0,0,1021,28,3.7,150.6,0.5,2,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT"
Kathmandu,2022-11-02T09:00:00,63.8,63.8,55.5,74.44,0,0,,0,0,6.7,0,1,1021,27.9,3.1,358.5,1.3,4,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT,44449099999"
Kathmandu,2022-11-02T10:00:00,64.4,64.4,55.4,72.58,0,0,,0,0,9.8,0,0,1021,28,3.7,545.7,2,5,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT"
Kathmandu,2022-11-02T11:00:00,69.8,69.8,53.6,56.41,0,0,,0,0,12.3,2.2,230,1020,28,4.3,681.8,2.5,7,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT"
Kathmandu,2022-11-02T12:00:00,71.6,71.6,51.8,49.67,0,0,,0,0,14.3,3.4,200,1019,28,4.3,757.1,2.7,8,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT"
