name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Kathmandu,2023-05-01T00:00:00,60.9,60.9,56.2,84.58,0,0,,0,0,8.9,3.2,172,1016,83.2,2.7,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT"
Kathmandu,2023-05-01T01:00:00,60.8,60.8,57.2,87.93,0,0,,0,0,8.3,2.2,98.5,1015,89.2,3.1,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT"
Kathmandu,2023-05-01T02:00:00,60.8,60.8,57.2,87.93,0,0,,0,0,7.2,2.2,95.5,1015,89.2,3.1,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT"
Kathmandu,2023-05-01T03:00:00,60.3,60.3,57.3,89.97,0,0,,0,0,7.6,2.2,160,1014,83.2,2.5,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT"
Kathmandu,2023-05-01T04:00:00,59,59,57.2,93.75,0,0,,0,0,7.4,3.4,180,1014,89.2,2.5,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT"
Kathmandu,2023-05-01T05:00:00,59,59,57.2,93.75,0,0,,0,0,7.2,0,0,1014,50,2.5,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT"
Kathmandu,2023-05-01T06:00:00,58.3,58.3,56,92.03,0,0,,0,0,7.6,2.2,50,1014,83.3,1.9,2,0,0,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT,44449099999"
Kathmandu,2023-05-01T07:00:00,60.8,60.8,57.2,87.93,0,0,,0,0,7.8,2.2,182.8,1015,89.2,1.9,88.4,0.3,1,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT"
Kathmandu,2023-05-01T08:00:00,60.8,60.8,57.2,87.93,0,0,,0,0,9.2,2.2,167.5,1016,89.2,1.9,228.2,0.8,2,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT"
Kathmandu,2023-05-01T09:00:00,62.7,62.7,57.6,83.17,0,0,,0,0,11.2,3.4,180,1017,89.2,1.9,433.3,1.6,4,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT,44449099999"
Kathmandu,2023-05-01T10:00:00,62.6,62.6,57.2,82.51,0,0,,0,0,11.2,2.2,170.5,1018,89.2,2.5,592.6,2.1,6,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT"
Kathmandu,2023-05-01T11:00:00,62.6,62.6,55.4,77.31,0,0,,0,0,13,2.2,162.6,1018,89.2,3.1,687.4,2.5,7,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT"
Kathmandu,2023-05-01T12:00:00,64.5,64.5,56.1,74.06,0,0,,0,0,14.5,2.2,130,1018,89.2,17.9,670.6,2.4,7,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT,44449099999"
Kathmandu,2023-05-01T13:00:00,62.6,62.6,57.2,82.51,0,0,,0,0,11.2,3.4,170,1018,89.2,3.1,466.5,1.7,5,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT"
Kathmandu,2023-05-01T14:00:00,62.6,62.6,59,88.01,0,0,,0,0,12.5,2.2,188.1,1017,89.2,3.1,473.3,1.7,5,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT"
Kathmandu,2023-05-01T15:00:00,60.8,60.8,57.2,87.93,0,0,,0,0,13,2.2,199,1016,89.2,3.1,457.5,1.6,5,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT"
Kathmandu,2023-05-01T16:00:00,60.8,60.8,57.2,87.93,0,0,,0,0,12.1,4.7,110,1016,89.2,3.7,348.6,1.3,3,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT"
Kathmandu,2023-05-01T17:00:00,62.6,62.6,59,88.01,0,0,,0,0,11.4,3.4,110,1015,89.2,4.3,156,0.6,2,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT"
Kathmandu,2023-05-01T18:00:00,62.6,62.6,57.2,82.51,0,0,,0,0,8.1,5.8,120,1016,89.2,4.3,87.2,0.3,1,,Partially cloudy,partly-cloudy-day,"44454099999,VNKT"
Kathmandu,2023-05-01T19:00:00,60.8,60.8,55.4,82.39,0,0,,0,0,7.2,5.8,60,1016,89.2,4.3,11.2,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT"
Kathmandu,2023-05-01T20:00:00,60.8,60.8,55.4,82.39,0,0,,0,0,8.1,3.4,80,1017,89.2,4.3,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT"
Kathmandu,2023-05-01T21:00:00,59,59,53.6,82.26,0,0,,0,0,7.4,3.4,70,1017,50,4.3,0,0,0,,Partially cloudy,partly-cloudy-night,"44454099999,VNKT"
